1	2017-07-03	8	\N
1	2017-07-04	8	\N
1	2017-07-05	8	\N
1	2017-07-06	8	\N
1	2017-07-07	8	\N
1	2017-07-10	8	\N
1	2017-07-11	8	\N
1	2017-07-12	8	\N
1	2017-07-13	8	\N
1	2017-07-14	8	\N
1	2017-07-17	8	\N
1	2017-07-18	8	\N
1	2017-07-19	8	\N
1	2017-07-20	8	\N
1	2017-07-21	8	\N
1	2017-07-24	8	\N
1	2017-07-25	8	\N
1	2017-07-26	8	\N
1	2017-07-27	8	\N
1	2017-07-28	8	\N
1	2017-07-31	8	\N
2	2017-07-03	7	\N
2	2017-07-04	7	\N
2	2017-07-05	7	\N
2	2017-07-06	7	\N
2	2017-07-07	7	\N
2	2017-07-10	7	\N
2	2017-07-11	7	\N
2	2017-07-12	7	\N
2	2017-07-13	7	\N
2	2017-07-14	7	\N
2	2017-07-17	7	\N
2	2017-07-18	7	\N
2	2017-07-19	7	\N
2	2017-07-20	7	\N
2	2017-07-21	7	\N
2	2017-07-24	7	\N
2	2017-07-25	7	\N
2	2017-07-26	7	\N
2	2017-07-27	7	\N
2	2017-07-28	7	\N
2	2017-07-31	7	\N
3	2017-07-03	7	\N
3	2017-07-04	7	\N
3	2017-07-05	7	\N
3	2017-07-06	7	\N
3	2017-07-07	7	\N
3	2017-07-10	7	\N
3	2017-07-11	7	\N
3	2017-07-12	7	\N
3	2017-07-13	7	\N
3	2017-07-14	7	\N
3	2017-07-17	7	\N
3	2017-07-18	7	\N
3	2017-07-19	7	\N
3	2017-07-20	7	\N
3	2017-07-21	7	\N
3	2017-07-24	7	\N
3	2017-07-25	7	\N
3	2017-07-26	7	\N
3	2017-07-27	7	\N
3	2017-07-28	7	\N
3	2017-07-31	7	\N
4	2017-07-01	6	\N
4	2017-07-03	6	\N
4	2017-07-04	6	\N
4	2017-07-07	6	\N
4	2017-07-08	6	\N
4	2017-07-09	6	\N
4	2017-07-10	6	\N
4	2017-07-13	6	\N
4	2017-07-14	6	\N
4	2017-07-15	6	\N
4	2017-07-16	6	\N
4	2017-07-19	6	\N
4	2017-07-20	6	\N
4	2017-07-21	6	\N
4	2017-07-22	6	\N
4	2017-07-25	6	\N
4	2017-07-26	6	\N
4	2017-07-27	6	\N
4	2017-07-28	6	\N
4	2017-07-30	6	\N
4	2017-07-31	6	\N
5	2017-07-15	6	\N
5	2017-07-16	6	\N
5	2017-07-17	6	\N
5	2017-07-18	6	\N
5	2017-07-21	6	\N
5	2017-07-22	6	\N
5	2017-07-23	6	\N
5	2017-07-24	6	\N
5	2017-07-27	6	\N
5	2017-07-28	6	\N
5	2017-07-29	6	\N
5	2017-07-30	6	\N
21	2017-07-01	6	\N
21	2017-07-02	6	\N
21	2017-07-05	6	\N
21	2017-07-06	6	\N
21	2017-07-07	6	\N
21	2017-07-08	6	\N
21	2017-07-11	6	\N
21	2017-07-12	6	\N
21	2017-07-13	6	\N
21	2017-07-14	6	\N
21	2017-07-17	6	\N
21	2017-07-18	6	\N
21	2017-07-19	6	\N
21	2017-07-20	6	\N
21	2017-07-23	6	\N
21	2017-07-24	6	\N
21	2017-07-25	6	\N
21	2017-07-26	6	\N
21	2017-07-28	6	\N
21	2017-07-29	6	\N
21	2017-07-30	6	\N
21	2017-07-31	6	\N
16	2017-07-02	6	\N
16	2017-07-03	6	\N
16	2017-07-04	6	\N
16	2017-07-05	6	\N
16	2017-07-06	6	\N
16	2017-07-09	6	\N
16	2017-07-10	6	\N
16	2017-07-11	6	\N
16	2017-07-12	6	\N
16	2017-07-29	6	\N
16	2017-07-30	6	\N
15	2017-07-01	5	\N
15	2017-07-02	5	\N
15	2017-07-03	5	\N
15	2017-07-04	5	\N
15	2017-07-07	5	\N
15	2017-07-08	5	\N
15	2017-07-09	5	\N
15	2017-07-10	5	\N
15	2017-07-13	5	\N
15	2017-07-14	5	\N
15	2017-07-15	5	\N
15	2017-07-16	5	\N
15	2017-07-19	5	\N
15	2017-07-20	5	\N
15	2017-07-21	5	\N
15	2017-07-22	5	\N
15	2017-07-25	5	\N
15	2017-07-26	5	\N
15	2017-07-27	5	\N
15	2017-07-28	5	\N
15	2017-07-31	5	\N
27	2017-07-01	5	\N
27	2017-07-02	5	\N
27	2017-07-05	5	\N
27	2017-07-06	5	\N
27	2017-07-07	5	\N
27	2017-07-08	5	\N
27	2017-07-11	5	\N
27	2017-07-12	5	\N
27	2017-07-13	5	\N
27	2017-07-14	5	\N
27	2017-07-17	5	\N
27	2017-07-18	5	\N
27	2017-07-19	5	\N
27	2017-07-20	5	\N
27	2017-07-23	5	\N
27	2017-07-24	5	\N
27	2017-07-25	5	\N
27	2017-07-26	5	\N
27	2017-07-29	5	\N
27	2017-07-30	5	\N
27	2017-07-31	5	\N
12	2017-07-03	5	\N
12	2017-07-04	5	\N
12	2017-07-05	5	\N
12	2017-07-06	5	\N
12	2017-07-09	5	\N
12	2017-07-10	5	\N
12	2017-07-11	5	\N
12	2017-07-12	5	\N
12	2017-07-15	5	\N
12	2017-07-16	5	\N
12	2017-07-17	5	\N
12	2017-07-18	5	\N
12	2017-07-21	5	\N
12	2017-07-22	5	\N
12	2017-07-23	5	\N
12	2017-07-24	5	\N
12	2017-07-27	5	\N
12	2017-07-28	5	\N
12	2017-07-29	5	\N
12	2017-07-30	5	\N
22	2017-07-01	3	\N
22	2017-07-02	3	\N
22	2017-07-03	3	\N
22	2017-07-04	3	\N
22	2017-07-07	3	\N
22	2017-07-08	3	\N
22	2017-07-09	3	\N
22	2017-07-10	3	\N
22	2017-07-11	3	\N
22	2017-07-13	3	\N
22	2017-07-14	3	\N
22	2017-07-15	3	\N
22	2017-07-16	3	\N
22	2017-07-19	3	\N
22	2017-07-20	3	\N
22	2017-07-21	3	\N
22	2017-07-22	3	\N
22	2017-07-25	3	\N
22	2017-07-26	3	\N
22	2017-07-27	3	\N
22	2017-07-28	3	\N
22	2017-07-31	3	\N
13	2017-07-01	3	\N
13	2017-07-02	3	\N
13	2017-07-05	3	\N
13	2017-07-06	3	\N
13	2017-07-07	3	\N
13	2017-07-08	3	\N
13	2017-07-11	3	\N
13	2017-07-12	3	\N
13	2017-07-13	3	\N
13	2017-07-14	3	\N
13	2017-07-17	3	\N
13	2017-07-18	3	\N
13	2017-07-19	3	\N
13	2017-07-20	3	\N
13	2017-07-23	3	\N
13	2017-07-24	3	\N
13	2017-07-25	3	\N
13	2017-07-27	3	\N
13	2017-07-28	3	\N
13	2017-07-29	3	\N
13	2017-07-30	3	\N
13	2017-07-31	3	\N
14	2017-07-03	3	\N
14	2017-07-04	3	\N
14	2017-07-05	3	\N
14	2017-07-06	3	\N
14	2017-07-09	3	\N
14	2017-07-10	3	\N
14	2017-07-11	3	\N
14	2017-07-12	3	\N
14	2017-07-15	3	\N
14	2017-07-16	3	\N
14	2017-07-17	3	\N
14	2017-07-18	3	\N
14	2017-07-21	3	\N
14	2017-07-22	3	\N
14	2017-07-23	3	\N
14	2017-07-24	3	\N
14	2017-07-26	3	\N
14	2017-07-27	3	\N
14	2017-07-28	3	\N
14	2017-07-29	3	\N
14	2017-07-30	3	\N
